0,logistical,0.50681705349
1,predominately,0.544420372709
2,missouris,0.604024691328
3,multicon,0.613964398899
4,duff,0.646802128656
5,repu,0.657153812718
6,remark,0.668791598836
7,tanders,0.67121708229
8,nmc,0.672766244669
9,newson,0.674842403206
10,rigging,0.675978768816
11,cog,0.680604774709
12,bgs,0.68428234961
13,gns,0.689451126095
14,toolingup,0.695272775324
15,divorce,0.703545356927
16,technica,0.713100120184
17,souvenir,0.713615588484
18,xdriver,0.714168564336
19,duval,0.715201869442
20,referencethe,0.716304435374
21,sdriveis,0.718662033265
22,hofu,0.718861100509
23,ritzsite,0.721525724182
24,fluidthe,0.722366721762
25,evansville,0.722773172186
26,camshaftsfuel,0.727381126233
27,madesinger,0.730374569684
28,bluebirdstanzafile,0.732503777267
29,rpmd,0.747607757116
30,voicecontrol,0.751942369955
31,stairs,0.75293881804
32,scrubbed,0.754497915747
33,elcat,0.75624345271
34,automobilesexternal,0.757097111662
35,taoiseach,0.758948086147
36,upengined,0.768965875245
37,trailblazerthe,0.782850382915
38,downplayed,0.784481607445
39,imperialcanada,0.786105170925
40,wchassis,0.789327615179
41,trendin,0.794786955392
42,nicholas,0.79712344909
43,acromas,0.798444565729
44,modelall,0.799538081418
45,carrie,0.799660346095
46,carsearly,0.802951889691
47,puntofiat,0.807600488044
48,unattended,0.809740756986
49,enthusiastslike,0.810504990898
50,teston,0.812720872784
51,madespecificationslancia,0.814767348019
52,carshare,0.816087697536
53,waldorf,0.818403907352
54,airtransportable,0.822496675988
55,bumperon,0.825473440839
56,vanenginesmodeldisplacementtypevalvespowertorquepower,0.827070969605
57,pivotal,0.829006678757
58,sclasselectronic,0.837677335385
59,ginevra,0.844748110704
60,tolerant,0.84701423836
61,numbernames,0.847406113679
62,savio,0.854329863054
63,hardtopoldsmobile,0.860551969517
64,wheelbasethere,0.860663550751
65,chamfered,0.861715513676
66,romes,0.862693597883
67,expedient,0.863643600609
68,tidied,0.864340856904
69,arcs,0.864655715461
70,merseyside,0.873066864206
71,apsss,0.874524500504
72,lowerrevving,0.878832278039
73,bullittthe,0.8807623259
74,sdthe,0.881801560765
75,kevah,0.885124560319
76,motorsportsten,0.885593657275
77,semiequipped,0.88616066943
78,portugalfile,0.887456915289
79,okayama,0.890034008575
80,prhtequipped,0.890429173388
81,escaladeoverallfrontal,0.891694557356
82,saloonreferencesexternal,0.891903753435
83,horizonte,0.892883491928
84,domus,0.893033154479
85,meadors,0.893131508209
86,schirmer,0.896108081722
87,jackman,0.898976723315
88,engineduratec,0.901960512091
89,sidein,0.905486650256
90,versionmany,0.908801671682
91,honecker,0.909396047474
92,revsmexicoin,0.909426566711
93,roaring,0.911152651551
94,fiftystate,0.911821492664
95,caravanette,0.912276863089
96,ypf,0.912678744631
97,bodysteel,0.9127256614
98,rsfor,0.912804276435
