0,peaked,2.86739e-05
1,board,3.58763e-05
2,aimed,3.69905e-05
3,door,3.9939e-05
4,heat,4.12547e-05
5,sporting,4.55149e-05
6,tradition,4.7654e-05
7,weighed,4.83492e-05
8,precisely,4.95734e-05
9,symphony,5.04078e-05
10,reconciliation,5.07198e-05
11,categorized,5.25978e-05
12,imagery,5.26727e-05
13,beethoven,5.27459e-05
14,wreck,5.30855e-05
15,shells,5.32061e-05
16,maple,5.33991e-05
17,oversaw,5.39058e-05
18,puzzles,5.3925e-05
19,bloom,5.42747e-05
20,reluctant,5.44437e-05
21,email,5.7315e-05
22,expected,5.82922e-05
23,picket,5.84353e-05
24,commercial,6.19291e-05
25,cincinnati,6.19736e-05
26,spokesperson,6.34032e-05
27,denser,6.38283e-05
28,platforms,6.38562e-05
29,leaflets,6.78516e-05
30,bless,7.01891e-05
31,usda,7.11156e-05
32,bipartisan,7.16605e-05
33,catcher,7.16784e-05
34,bob,7.90772e-05
35,ad,8.00836e-05
36,disparate,8.0736e-05
37,superstructure,8.1319e-05
38,inversely,8.15455e-05
39,spindle,8.26271e-05
40,uh,8.27144e-05
41,canwest,8.72605e-05
42,recessions,9.66314e-05
43,ddr,9.75983e-05
44,rothbard,9.82655e-05
45,airbag,0.000100966
46,tat,0.000102202
47,magi,0.000102722
48,rdf,0.000106534
49,chew,0.000107122
50,illustrator,0.00010793
51,watercraft,0.00010934
52,showcasing,0.000109467
53,stints,0.000109581
54,breakaway,0.000112527
55,conventionally,0.0001141
56,tenths,0.000116701
57,spokeswoman,0.000117154
58,absentee,0.000117365
59,rejoining,0.000118733
60,vying,0.00011987
61,beggar,0.000120786
62,alignments,0.000122579
63,surgically,0.000124419
64,stouffville,0.000125853
65,frazer,0.000127371
66,fiefs,0.000127482
67,donington,0.000128055
68,exalted,0.000128999
69,apaches,0.00012973
70,morph,0.000132004
71,westmorland,0.000133386
72,iditarod,0.000133852
73,ricci,0.00013729
74,revisit,0.000142138
75,ext,0.000144887
76,weeknight,0.000148269
77,syndromes,0.000152183
78,affixes,0.000152366
79,ais,0.000152749
80,lviv,0.000155141
81,biker,0.000155677
82,puddle,0.000160127
83,timeframe,0.00016363
84,halas,0.00016406
85,towson,0.000166397
86,particulars,0.000168136
87,sitka,0.000169377
88,bowman,0.000172857
89,pennsylvanian,0.000174723
90,gristmills,0.000179072
91,loosening,0.00018158
92,naperville,0.000190975
93,pneumothorax,0.000193462
94,freeza,0.000196741
95,consanguinity,0.000197534
96,socreds,0.000200805
97,headlong,0.000205285
98,russellville,0.000205451
99,boccaccio,0.000207973
100,oblasts,0.000219146
101,turbans,0.000219564
102,pere,0.000220058
103,swipe,0.000228196
104,rit,0.000230012
105,horkheimer,0.000231878
106,capsizing,0.000233057
107,enosis,0.000238859
108,huck,0.000241628
109,bunning,0.00024493
110,montenegrins,0.00024798
111,chaperone,0.000248466
112,arakan,0.00025164
113,iteratively,0.000252198
114,aller,0.00025287
115,jordaens,0.000254737
116,thomasville,0.000256762
117,reconfiguration,0.000258957
118,floorboards,0.000259797
119,wimp,0.000261378
120,brannigan,0.000264328
121,serially,0.000265908
122,dtm,0.000273517
123,tallies,0.000274665
124,piedmontese,0.000278641
125,ohc,0.000284527
126,arlott,0.000285028
127,haccp,0.000285303
128,mactaggert,0.000285865
129,sowerby,0.000286554
130,assr,0.000287988
131,ock,0.000298127
132,hartog,0.000298649
133,bestiality,0.000299486
134,stabled,0.000302636
