0,winnows,0.00367345
1,metavirus,0.0036977
2,adaaa,0.00373918
3,straitjackets,0.00383669
4,egoy,0.00385186
5,linearities,0.00393063
6,alasitas,0.00401794
7,par,0.00403181
8,bestseller,0.0040513
9,dihybrid,0.00411166
10,gosney,0.00412345
11,moonpies,0.00415125
12,chuzo,0.00415731
13,ndround,0.00416993
14,timewyrm,0.00417018
15,counterfeits,0.00417505
16,polcon,0.00422274
17,bottlecaps,0.00422577
18,rtai,0.00424772
19,paugussett,0.00426995
20,draffan,0.00430323
21,lead,0.00430703
22,ccrs,0.00432599
23,ohio,0.0043373
24,dragendorff,0.00434123
25,punking,0.00439656
26,headshunt,0.00444359
27,dimpling,0.00444967
28,schyster,0.00445554
29,nitzer,0.00445779
30,unspent,0.00445917
31,goblet,0.00446247
32,rebuttable,0.00447516
33,srcd,0.00447619
34,boldak,0.00448586
35,rasing,0.00449289
36,cessnas,0.00450301
37,gate,0.00450625
38,jthm,0.00450933
39,tuttletown,0.00453549
40,sahifa,0.00453853
41,soakwells,0.00453868
42,suffice,0.00453971
43,zych,0.0045442
44,agoria,0.00456002
45,hli,0.00456457
46,accounting,0.00456769
47,eke,0.00457296
48,wimples,0.00459236
49,pluribus,0.00462063
50,colorspace,0.00462487
51,eremetical,0.00463232
52,midwesterner,0.004657
53,downconvert,0.00467302
54,pieroth,0.00467589
55,seminis,0.00467912
56,alive,0.00469843
57,radion,0.00470108
58,torpid,0.00470247
59,bartlet,0.00471197
60,vell,0.00472117
61,longlist,0.00472597
62,akijan,0.0047299
63,week,0.00473151
64,jeogori,0.00473493
65,selectrix,0.00473649
66,paltz,0.00475293
67,sandemanians,0.00475521
68,dinobot,0.00476385
69,rcdm,0.0047662
70,colonels,0.00477163
71,durmstrang,0.00480126
72,laacher,0.00480457
73,whereby,0.00481235
74,aceituno,0.00482881
75,snowy,0.00483096
76,liftoff,0.00483735
77,dismounting,0.00484423
78,astou,0.00485645
79,porada,0.00485867
80,tooltips,0.00486201
81,hazratbal,0.00488209
82,cedar,0.00488971
83,bundesminister,0.00488989
84,parakoimomenos,0.00489613
85,voicings,0.00489867
86,draftees,0.0049027
87,artificers,0.0049034
88,santorum,0.0049048
89,lre,0.00491386
90,grounder,0.00491626
91,flotilla,0.00492976
92,collectivized,0.00493926
93,thromboangiitis,0.00494981
94,sterilisation,0.00495149
95,allpar,0.00495779
96,klapmeier,0.00496634
97,negligently,0.00497435
98,counties,0.00497541
99,stickle,0.00498806
100,ionocraft,0.00500151
101,agello,0.00500439
102,satiety,0.00500792
103,dollops,0.00501555
104,reichian,0.00502229
105,abvp,0.00502714
106,subgrade,0.00505746
107,massager,0.00505934
108,gis,0.00505983
109,sybian,0.00506155
110,doppers,0.00506706
111,mahabir,0.00507561
112,subsquares,0.00507673
113,festooned,0.00510552
114,naafi,0.00510684
115,bambra,0.00514044
116,supercarriers,0.0051433
117,boeing,0.00514555
118,chalkboards,0.00515235
119,intery,0.00515716
120,unity,0.00516826
121,prngs,0.00518326
122,krupke,0.00518355
123,waluigi,0.00518671
124,bobbit,0.0051917
125,successively,0.00519788
126,llamatron,0.00519937
127,toosey,0.00520246
128,landstrasse,0.00520829
129,svartalfheim,0.00521269
130,audits,0.00521559
131,stye,0.00522231
132,refractions,0.00522616
133,futureworld,0.00523507
134,strengthen,0.00523539
135,worldlines,0.00523591
136,clockwork,0.0052486
137,hatherley,0.00525002
138,entfremdung,0.0052505
139,huutopussi,0.00526583
140,khuy,0.00527856
141,epileptic,0.00527922
142,cagoule,0.00527934
143,enlistment,0.00528006
144,camptotheca,0.00528144
145,linx,0.00528642
146,kocian,0.00529815
147,stichs,0.00529842
148,spaceports,0.00529851
149,dredgers,0.00530419
150,elevate,0.00531306
151,lemelson,0.00531396
152,peyri,0.00532446
153,synchronisms,0.00533882
154,lasexta,0.00534597
155,burmarsh,0.0053501
156,peevishness,0.00535881
157,hulling,0.00536641
158,cercignani,0.00537353
159,rkhs,0.00537415
160,superstructure,0.0053813
161,firebombs,0.00538357
162,rollerblade,0.00543648
163,clefting,0.00544535
164,sadow,0.00544603
165,belleci,0.00544865
166,arahat,0.00544948
167,raskova,0.00545074
168,abcnews,0.00545434
169,strung,0.00547425
170,qualifed,0.00547908
171,fci,0.00547956
172,bedwas,0.00548347
173,fourmilab,0.00548603
174,uncapped,0.00548678
175,nshima,0.00548995
176,waiver,0.00550231
177,paleotropical,0.00550692
178,conv,0.00552562
179,neologisms,0.00553213
180,phylax,0.00555546
181,forestland,0.00556014
182,gellone,0.00556154
