0,peaked,4.07859e-07
1,aimed,6.05444e-07
2,board,6.12803e-07
3,door,7.01804e-07
4,heat,7.2891e-07
5,tradition,7.88547e-07
6,symphony,9.22101e-07
7,sporting,9.34174e-07
8,shells,9.76567e-07
9,categorized,1.00186e-06
10,reconciliation,1.0146e-06
11,imagery,1.01613e-06
12,weighed,1.01978e-06
13,oversaw,1.03949e-06
14,email,1.04253e-06
15,puzzles,1.05597e-06
16,beethoven,1.06891e-06
17,reluctant,1.09509e-06
18,wreck,1.10686e-06
19,precisely,1.12935e-06
20,maple,1.14239e-06
21,bloom,1.1617e-06
22,expected,1.1747e-06
23,platforms,1.20407e-06
24,spokesperson,1.25922e-06
25,commercial,1.33309e-06
26,usda,1.4639e-06
27,cincinnati,1.46619e-06
28,catcher,1.50073e-06
29,bless,1.53175e-06
30,picket,1.53432e-06
31,denser,1.61133e-06
32,bob,1.61585e-06
33,leaflets,1.67634e-06
34,ad,1.76921e-06
35,bipartisan,2.06908e-06
36,spindle,2.07903e-06
37,uh,2.12436e-06
38,superstructure,2.16779e-06
39,illustrator,2.43532e-06
40,ddr,2.60357e-06
41,disparate,2.61653e-06
42,magi,2.79332e-06
43,rothbard,2.8323e-06
44,inversely,2.96697e-06
45,canwest,3.0143e-06
46,airbag,3.01706e-06
47,tat,3.37275e-06
48,rdf,3.4813e-06
49,exalted,3.57266e-06
50,chew,3.70825e-06
51,showcasing,3.7142e-06
52,beggar,3.71786e-06
53,conventionally,3.95798e-06
54,recessions,3.97797e-06
55,watercraft,4.05835e-06
56,breakaway,4.05893e-06
57,stints,4.11355e-06
58,fiefs,4.16244e-06
59,frazer,4.1981e-06
60,alignments,4.3802e-06
61,morph,4.41292e-06
62,spokeswoman,4.42329e-06
63,ricci,4.4633e-06
64,surgically,4.51991e-06
65,tenths,4.65931e-06
66,apaches,4.72162e-06
67,lviv,4.73616e-06
68,westmorland,4.77693e-06
69,rejoining,5.04022e-06
70,donington,5.04421e-06
71,syndromes,5.12992e-06
72,absentee,5.14381e-06
73,ext,5.24706e-06
74,stouffville,5.34863e-06
75,vying,5.46193e-06
76,affixes,5.99789e-06
77,iditarod,6.04326e-06
78,biker,6.07241e-06
79,ais,6.32768e-06
